Foul,Post
1,"@Claudialena8 she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb."
1,@Hillgasm bitch need crutches
1,The republican teabaggers hate this but screw em. http://t.co/6iutHYvhQm
1,RT @rod4short: Bitch must have a 279.0 &amp; be related to Jesus then {@TheBSharp: GPA or Legacy RT @The_Lion_: How this bitch get in http://t.&#8230;
1,Dafuq is floppy bird ?
1,"Fuck all that Some bitches so disrespectful they don't care. They will talk , fuck , ya boyfriend and still speak to the girlfriend."
1,"RT @ImToBlame: RT @latry: Hispanic women just have the great pussy and wife skills, white girls own the dick sucking and black chicks....ca&#8230;"
1,RT @xojeaninee: &#128553; dawg! &#8220;@Tressilicious: Pet peeve is finding out a cute guy has hoes. I automatically lose interest. I don't compete.&#8221;
1,@YFN_NESHA I'm tired of dat bitch mannn&#128553;&#128553;&#128553;
1,Catch up with the Lingo itty bitty bitch
1,Niggas ain't loyal gott bitches stiffer than you
1,"""@trestiffer: Hi bitch 
No bitch
Bye bitch"" http://t.co/RbcRXMRtQP"
1,"@bestassbestface omg ur finally losing ur patience. ""Cause ur a hoe!"" I love it. &#128514;&#128514; can't stop laughing."
1,"""@rugbysocklad: Lads being Lads! http://t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too."
1,"RT @WorkaholicAdam: I got 99 problems and the bitch heard me call her a bitch, So now I have 100."
1,RT @femaleproblems: u may think im a bitch but as soon as you get to know me u realize that first impressions are right and i am a bitch
1,RT @DerrickJaxn: Feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent
1,@OLE_VertyBstard @thereal_EMandM @Holt3 lay in it brother I'm a honky
1,"RT @erikxrosa: The ones we really like , we can't get.
But if you got the one you really like then you a lucky bitch."
1,RT @ivanrabago_: @Woody_AFC fucking faggot
1,RT @SomthinBoutSara: When I hear a baby cry at a restaurant I can literally feel my pussy slam a door closed and throw out the gone fishing&#8230;
1,RT @yofwm: &#8220;@BrianLovesAss_: Damn babe &#128557; sike forever fucking with basic bitches &#128514;&#8221; &#128514;&#128514;
0,@deIukesionaI more like emily is a little twat
1,Let me find out Floyd Mayweather is being a bitter bitch today all on the social networks..&#128514; #whohurtYOU
1,"Oh you want pho? Well saimigi is ghetto pho, eat that shit since im broke&#128564;&#128514;"
0,.@nathirhussein Al Qaeda's market share is dropping faster than Viacom &amp; Enron in the Jihadi stock market
1,You know what fuck that bitch and you didnt react? girl it's me and you
1,Yo bitch choosin just let her http://t.co/zg6X4gDyRZ
1,RT @SteveStfler: when you're in public with your side hoe http://t.co/365oqX2sTx
1,Im tired of these bitches actin like they loyal lol
1,"RT @thecrewfinest: ""@187XO_: Me and ma niggah @thecrewfinest In the Func fucccccccked upppppp &#128514;""I'm Here On!!!"
1,Bye bitch.
0,RT @VersaceAmeezy: Austin is so cute like look at him all excited because he got Oreos http://t.co/0mK1W8Reak
1,"It's official. I leave America January 3rd. See ya bitches in February. 

Have fun with winter for me."
1,"@moose_05 ya know gamoot, i considered it, but then I was like wait. I'm no little baby back bitch"
1,RT @SheWilI: When you go to a college party and you don't see any bitches http://t.co/ACUT5eT3tU
1,RT @dirtyskimask: Lmaooo Friday After Next? &#8220;@1stName_Bravo: You like that yo son's a fag?&#8221;
1,"So pissed I forgot that Saiyan bitches infio. She gave ne her IG tioo,. FUCK"
1,RT @Giselle_Horan13: @1D_NIPPLES_ you slay that bitch
1,"If yall niggas gon be gay, why yall gotta be so over the top? Dressing up in bitch shit that women wouldnt even dare wear. Smh."
1,"""You're fucked up"" 
No shit you dumb ass cunt now go post pictures if your flat ass titties on ig slut"
1,"RT @khloewithoutheC: @TypicalMinions: when ur with ur friend and a bitch u both hate walks past http://t.co/LPLAYEfI7q"" @felferrara us as n&#8230;"
1,RT @Liddo_Shorty10: I can't fuck with sentimental bitches.
1,@REM_2014 @FunnyPicsDepot @DavetheBrave1 bitch ass voices in his head haha
1,@Staydelusional I texted u fag
1,"Hoes be making twerk videos. Talking bout ""just playing around"" bitch you know you was serious"
1,Shoot that nigga an his shorty bitch .
0,If I were a kid today...Michelle Obama's lunch would wind up in the trash can
1,RT @EmmGoldLA: Don't be mad at me for telling FACTS be embarrassed at urself for acting like a bitch
1,This music is trash
1,RT @iDntWearCondoms: Y'all bitches got to stop pushing away the niggas who really care about y'all for these niggas who don't give a fuck
1,RT @anderson6benton: &#8220;@T_ReV_13: Dumb bitches are one thing that'll never become extinct..&#8221; That's real
1,"Like #Buddha gives a SHIT about #Obama or some other fuckin' NAZI FUCK #socialist #retard with a fuckin' #iphone. DON""T MAKE ME LAUGH&gt;"
1,RT @turk_jt12: That bitch ain't loyal.
1,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof"
1,RT @VictorSmith90: Fresh out of jail and I got my chopper bitches be like Vick your number 1 like the BK whopper
1,"#10ThingsThatGetsOnMyNerves Needy hoes, ratchet Hoes, sideline hoes, Beggin' hoes, dumb hoes, looking for love on Facebook hoes.."
1,"RT @ImNeverChillin: When yo phone go off in class &amp; the teacher say ""turn that trash off"" but it's one of the songs on yo mixtape http://t.&#8230;"
1,Why do visiting teams WHINE about right field as if it is longer for their batters. #Yankees #YankeeStadium
1,"What America teaches people: if you bitch about something enough, you'll get what you want."
1,Druggys with hoes again gotta have the dopest video ever. &#128553;
1,"@SicilianInHeels @y3lla lol that's basically like the ""you got too many hoes"" curve"
1,&#8220;@lilthickgawdess: @ a girl who's a hoe on Twitter &#128064;&#8221; @lilthickgawdess
1,"@thetoddshow 
Y'all ain't gots no colored folk on da show. I tinks dats be racist and shit #TheToddShow"
1,It's boner Sunday bitch
0,#Cowboys are 6-1 bitches #Cowboysnation another great win Ilove this team
1,@LongLiveChris__: Atlanta niggas* @NerdLifeThuggin: Bay niggas gotta chill. RT @LawTooRaw: I'm shitting on you hoes. http://t.co/XA5INg0sc6
1,How she stay faithful with a room full of hoes
1,If u a bitch an i hadddd u i wouldnt give a fuck if Chris brown bagged u bitch i had u already lol
1,RT @Noworriezzzz: Two hoes arguing bout who fucking who for x amount of money lol what
0,I want a four loco right now so I can chug it and go straight to sleep.
1,Uhhh bitch
1,Procrastination is really a bitch.
1,RT @harmon_lauren: Jenna's a faggot
1,Emd hoe
1,Why you shouldn't eat pussy unless you love her http://t.co/BkpLT6D9ax
0,@simons_lives keep in shape for the ski slopes
1,@thereal_4 yeah lil nigga I was homecoming king and still been getting bad bitches as u see &#9996;&#65039;
1,"@Midnight_Snacka bitch when r u going to get ur round, I just fucking said this just proving my point"
1,"That would be so weird and uncomfortable working at one of those whore coffee stands.Like I would freeze my ass off, those bitches get naked"
1,"RT @BitchNiggaAlexx: Girls be 6'0 talking about ""catching feelings"" bitch you need to catch this TD pass I'm about to throw you smh"
0,@MarkB_LifeStyle @SportsCenter @Athletics Cant the Yankees make some last weeks moves??
1,or my cup filled &#8220;@BossmobbE: Love a bitch that know to keep me one rolled&#8221;
1,Bruh bitches be wearing heels and club outfits to school and shit &#128553;&#128514;&#128128;
1,"RT @TycoTatts: *hits blunt*

""bruh if she tells me to go text my other hoes, but she's one of my hoes, do I keep texting her ? http://t.co/&#8230;"
1,Pulling hoes ain't something to be proud of hoes go with anybody &#9995;
1,RT @_Becool4: &#8220;@Lil_swahh: The face you make before you tell a bitch about herself http://t.co/Jvm1k8togx&#8221;&lt;&lt; I make dat face too much
1,RT @TyeOnHi: that shit's for the birds
1,"""Roberto you are one nasty hoe"""
1,guy complains to me: #gays are over-sensitive... my response: and look at you complaining like little pussy. waahh waahh #hypocrite
1,RT @darwinjames125: &#8220;@cali_dx: How black bitches drive when they fav song come on pt 1. &#128514;&#128514;&#128514;&#128514;&#128514; #GoLilStacy &#128514;&#128514; &#128514;&#128514;&#128514;&#128514; https://t.co/DKqhxPgoKP&#8221;
1,"@Brice2254 Fuck you, faggot."
1,"I'm Tryn tell yall brah, I went wit a slut n could not stop da bitch frm boppin dat shit scary"
1,"RT @dixiealley: @TonyJRodriguez @WolfVanHalen Not a FOB fan nor in the know. But ""Fuck you fatty"" is a poor argument for anything after 5th&#8230;"
1,"RT @Daily_Dip: ""And I ain't trippin' on nothin', I'm dippin' on somethin', and my homeboy say he got a bad bitch for me tonight"" #LilWay ..."
1,"@Mawdern here it's a ""wtf dude are you fucking retarded"""
1,Truth RT @Adolfhibsta: Only a faggot would turn down hairy pussy
1,Omg fuck these bitches #basedgod
1,"Bitch you frooooontin, bitch you frooooontin. Lol"
1,"If you ain't a hoe, get up out my trap house @Reptar_07 ."
1,@SavageNiggg @ChillAssTweets_ no bitch
1,It's throw it in her throat thursdays so make a ghetto gaggler out of her
0,@ActaBunniFooFoo I like my gross yellow heat lamps. Why?
1,RT @burnthewitchxo: I probably am mentally retarded
1,@brendacoyt_3 : ahah chill my bitch look better &#128514;&#128514;&#128514;&#128527;&#128076;
1,@IsaidNick @aknadnrye give me credit lil bitch
1,RT @iamTHATprettyMF: Yall bitches don't know how to be friends &#128514;&#128514; https://t.co/PiK5Sse3kA
1,"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth."
1,"RT @HoodBibIe: ""Side hoes get no love"" - Thotology 6:13"
1,RT @_PrettyJade: I don't care about none of these bitches &#128524;
1,@mflagginski I live in the eye of a white trash hurricane. Milwaukie OR. Where people use bikes BC of DUI's not to save the environment.
0,Hey Okrah... Just wake up already. You already know Bammy and Moochie are in it for the commies. Stop with the racist whitey hate crap.
0,RT @AmPowerBlog: @velvethammer Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School http://&#8230;
1,pussy is a joke you can either get it or not get it.
1,I wake up every morning wishing a bitch would.
1,RT @WORIDSTARHlPHOP: If a Nigga try to slide in my bitch DMs.. http://t.co/Mr2FjYUgTn
0,"A light, tender yellow butter cake with a classic boiled icing, traditionally made from burnt sugar http://t.co/XPQKTlTNkH"
1,Nigga retweets the most trash shit
1,"you lil dumb ass bitch, i ain't fuckin wit chu!.. i got a million, trillion things i'd rather fuckin' do.. than to be fuckin witchu."
1,"@BRIdifferent good dnt be a sucker for these sad mad bitches,"
1,RT @_theDarius: &#8220;@DopeShitOnly: Man just proofread &amp; edited this niggah sentence&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#8221;feel like I'm back in 6th grade doing daily oral la&#8230;
1,@WaTch_Scenario Destiny will make Titanfall it's bitch
1,"RT @AnthonyBialy: .@SenatorReid I'm sure this tweet will protect you from karmic payback, bitch."
1,Next bitch I fuck. I'm goin to her spot lol
1,Smokin stuntin. Riding round town wit a bitch so bad but she don't mean nothing
1,Kicking niccas Tf outcha mentions like http://t.co/bEl7uNzgLt
0,"before and after I started playing flappy bird ...
before: &#128522;&#127800;&#128077;&#9728;&#65039;
after: &#128545;&#128299;&#128165;&#128163;&#128293;&#128659;&#128658;"
1,Someone tell the royals to stay home there trash&#128553;
0,RT @PLANES_OVAlames: Stephen A. Smith Responds To People Calling Him An Uncle Tom/Sell-Out!&#128175; http://t.co/scC8STdMgU
1,"RT @belong: my self esteem has two levels:

&#8226; i'm a worthless piece of shit who deserves no love 
 
&#8226; bow down before me bitches i am you&#8230;"
1,"If you get into an argument with someone and say, ""Have a nice life &amp; good luck in Ohio."" that's a ""fuck you, bitch leave."""
1,RT @SheswantstheD: these hoes ain't loyal http://t.co/6xRobDfZtk
1,@CallNeeshCakey &#128514;&#128514; bitches aint shit
1,"RT @makenzies_mask: Yo bitch, what cho name bitch? I wanna fuck ya bitch. -Jacey (the things she says to me doe) @__0utcast___ #bff #baby #&#8230;"
1,bitch you knew I was on your trail &#8212; Mybad http://t.co/SMpitRCzSA
1,RT @DaFuckinUnicorn: swag swag swag bitch moooob
1,RT @VandalSavage_: Crying &#8220;kill me with fire&#8221; RT @80sbaby4life: That pussy crying for help
0,@AdamBaldwin @ChicoDelainky clams to be a comedy writer. #untrue
1,"RT @b_kolinskyy: ""Drop that bitch"" -@j_hikes on the atomic bomb"
1,RT @AssholeOfDaYear: Always a bit of irony in the air when chicks call strippers hoes then grind on yo dick 4 free to the same song stri ...
1,RT @iDntWearCondoms: RT if no bitches texting u right now
1,Get your slow ass out my way #bitch
1,"If you love somebody, you can't cheat, have hoes, do certain shit cause them limits type shit."
1,""" yall niggas b cuffing hoes cause yall aint never have bitches """
1,The little bitch nervous because he not tweeting anymore
1,Drink up bitches
1,And the Jew @Deuterostomes favorited my tweet though. Lol. Don't have anymore time for this trash.
1,RT @LilReese300: Errday I take chances real street nigga shit take chances by fuckin wit u nothin ass hoes sumtime lol...#300
1,But she can shade the shit out a bitch RT @axolROSE: #YourWifeCantRead
1,&#8220;@Sam_James3: @khalilreed @aknadnrye don't get on bro http://t.co/qjJvynwQiO&#8221; when bae textin another nigger
1,"&#8220;@MaRAtheeMODEL: Hoe fax = type yo bitch number in google to see if it pops up on back pagE

thank @HeartOfAHustlah&#8221; &#128514;&#128557;&#128514;&#128557;"
1,@SoftestMuffin @TorahBlaze @_tee13 billy goat hillbillies you sucking &amp; fucking. You disgraceful brazzen faced unabashed pig
1,These days bitches be just letting anyone hit raw !!
1,These hoes here mane. You are what you let inside you. Remember.
1,&#8220;@2hood2bgud: @uce_INA &#128064;&#128066; a bitch is all ears...&#8221; My mama told me not to talk to bitches so...&#128564;&#128514;jk
1,You ask me about 2014? I'mma make dat bitch my bitch!!
1,These infected ass hoes think its okay to talk to other ppl boyfriend. Like that's not funny nor cute to pussy hop all over the place
1,This bitch just chillin http://t.co/lp9Xd7qRzP
1,RT @TheNudesGod: when my girl don't text me back I just tweet. I don't text other bitches Bc I don't want her texting other niggas when I d&#8230;
1,I was at a red light on decatur &amp; lake mead &amp; some bitch that knew me was too happy to see me&#128514;like bitch was finna get in my passenger seat
0,Can we bomb the selfie-monkey out of my timeline?
1,In other words call you a bitch.
1,"@ofhdirector Everybody, look at this bird-killing wind mill lover. ;-)"
1,RT @LmaoSoFunny: Kicked the soul outta dis bitch https://t.co/5xWHYdP7U8
1,RT @YurUgly: Niggas these days will walk 10 miles to get some pussy. &#128557;
1,RT @xXxRAIDERCH1CKA: We all know dumb bitches like this http://t.co/dq9yKQFV
1,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.
