Foul,Post,language,Unnamed: 2
0.0,"""Desh mein pratishthit engineering colleges mein pravesh ke liye sanyukt pravesh pariksha - #JEE aaj se shuru ho rahi hai. Desh bhar mein 660 kendron mein aayojit ki jane wali is pravesh pariksha ke liye 9 lakh 58 hazaar pariksharthiyon ne apne naam darj karaye hain.""",hindi,
0.0,#VALUE!,hindi,
1.0,Cause bitch. I rather eat pussy then get mine ate.,english,
1.0,RT @AmberrrNicollle: You're such a fake bitch hahaha,english,
1.0,"RT @Lonely_Dad: and if you ain't a ho, get up out my trap house",english,
1.0,@hxhsharingan666 did you make an animal cracker taco,english,
1.0,@YeIIowbang yeah people know he's not trash but his game is limited and it showed late in games against Portland,english,
1.0,RT @CurrenSy_Spitta: Some bitches think a trucker hat automatically makes them a model.....,english,
1.0,Gotta smile dat drive bad bitches crazy,english,
1.0,"RT @SBNation: Reds fan snags foul ball, gets shoved by player, flips bird, becomes True American Hero: http://t.co/yDu4PR531R http://t.co/&#8230;",english,
1.0,"@infidelpamelaLC #Allah can KISS MY ASS!
And yes, MUHAMMED was a bitch! Just like OSAMA BINLADEN!",english,
1.0,Anyone who came to the US as an indentured servant is white trash.,english,
0.0,1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG,english,
0.0,"RT @Goldkamp247: Yep, Steve Spurrier just sorta compared Alabama to the Yankees. ""They've (NY) got the biggest payroll, they don't win ever&#8230;",english,
0.0,"12. ""Congress party has been unmasked again. The founder of the Congress party was a foreigner; Congress voters are also foreigners (Bangladeshi and Rohingya), and now another scam has come to light. 'Mann Ki Baat' on YouTube has been disliked by Congress from Turkey and Pakistan. The entire party is foreign.""",hindi,
1.0,@kierstenhammond I slid in your DMs so answer me bitch!!,english,
1.0,thrki saala behenka,hindi,
1.0,About all u can expect from a nicca that can barely talk! Lmao RT @SpaceJam_Teeg: @VonshayeB dude can't spell worth shit yo lol,english,
1.0,@CallMeRenee_ wussup bitch,english,
1.0,"RT @TerrorFranchise: ""I'm turning over a new leaf! No more drama and CoD for me!""
Is still a faggot.
#JustBigEThings",english,
0.0,"11. ""Khyamantri Mamata Banerjee ne meeting mein apne minister aur vidhayak ko Vande Mataram bolne se mana kiya. Pashchim Bengal ki mukhyamantri Mamata Banerjee ne meeting mein apne minister aur vidhayak ko Vande Mataram bolne se mana kiya. Natije mein deshbhakt minister vidhayak ne mukhyamantri aavaas mein jo tandav machaya woh dekhne layak hai."" - Chief Minister Mamata Banerjee of West Bengal has forbidden her ministers and MLAs from saying Vande Mataram in the meeting. In the end, the patriotic minister and MLA who created a ruckus in the Chief Minister's residence is worth watching.",hindi,
1.0,"@DolfyAdolf 
Y'all gots betta machinery fo dat. Hanger be ghetto",english,
1.0,"Fight me you tubby bitch ""@JoseCanseco: I'll fight anyone&#8221;",english,
0.0,Their gotta be a loaded lux vs Murda mook 3,english,
1.0,@Boner4Tuna @TCC_Grouchy @Mrs__Met @Vortmax29 @LLMajer @dmb1031 @APLMom @Frogtox @KishkaAndPipiks I've had shots go off where yellow smoke,english,
1.0,@bbluedreamm bitch don't reply&#128524;,english,
0.0,"Raahul Gandhi ke liye jo vishesh viman unhone uplabdh karaya hai, use ab tak doosre deshon se aane vaale pradhanmantri, rashtrapati ya king ko uplabdh karaya jaata tha. Unified Arab Emirates mein pehli baar Rahul Gandhi ke liye protocol tootne ja raha hai aur bina PM bane Rahul Gandhi is vishesh viman se New Delhi ke liye rawana honge.",hindi,
1.0,"You're such a fake bitch. I cannot stand you. If you read this and wonder if its about you, it probably is.",english,
1.0,top layer trash.,english,
1.0,raand h saali,hindi,
0.0,"Uddhav ne Rahul ko diya challenge. 👍

Main apni party ko teri party se bhi aage leke jaaunga. 😂😂",hindi,
1.0,RT @FuccSeth: @Huntermoore bitch doing a keg stand at this party http://t.co/mUKk3bOTtU,english,
1.0,Do you know where I grew up Skippy? @mouzone_brother @psherm07 @EchoesErrant @gigg423 @jstines3,english,
1.0,@kayliefarmer Its funny and it has that blond bitch on it,english,
0.0,"I been to mushroom mountain
Once or twice but who's countin'
But nothin compares
To these blue &amp; yellow purple pills&#128156; http://t.co/fMjlVMEqDO",english,
1.0,"Other then the faggot shit, Macklemore actually a really good artist....better than alot of rappers",english,
1.0,"&#8220;@DavetheBrave1: Watching #AttackofTitan on @adultswim&#8221; bro you a HAN for stealing my tweet, bitch ass nigga",english,
1.0,"""@savage_twotone: Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;""",english,
1.0,paise dede bsdk main gand bhi faaddunga,hindi,
1.0,"Every nigga can make a female act like a bitch.
#ThatsAFact",english,
0.0,"""Raksha Mantri @rajnathsingh ne Pranab Mukherjee ko di shradhanjali Live updates""",hindi,
1.0,"RT @CjayyTaughtHer: Eat her pussy when she mad, sad, stressed, mad at you, or whatever shit just lay her down and eat her pussy up &#128076;&#128069;&#128166;",english,
1.0,@AyyMartt bitch where you been,english,
1.0,gand me guda h to maar k dikha,hindi,
1.0,"@KeithOlbermann I feel the same way about the bigotry and racism of using the word ""redskins"".",english,
0.0,"""Ek WhatsApp message mein yeh dawa ki gayi hai ki 'Pradhanmantri Berojgar Bhatta Yojna' ke antargat Bharat sarkar sabhi berojgaron ko pratimah ₹ 3500 de rahi hai""",hindi,
1.0,"If ur bitch starts fukin yappin tae, ill make sure i break something vital. Warning: call polis with hazard that results in permanent damage",english,
1.0,RT @Bigboybeezy: &#8220;@IgnoreAllLaws: Pick one http://t.co/TBWonqMnJV&#8221; the girl behind the bar who ain't being a hoe,english,
1.0,Wilson a hoe he said that shit 2 years ago,english,
0.0,"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Tiny Jihadi http://t.co/PDIKbrvCJ8",english,
1.0,@djceeloss handles lol that shit only 315 hp now your bitch is stick soo I know was good with them double shifting aha,english,
0.0,"16. ""Nayi Rashtriya Shiksha Niti: Teen bhasha niti ko Tamil Nadu sarkar ne kiya kharij, kaha - do bhasha par hi hoga amal https://t.co/deEf7BQ4i3""",hindi,
1.0,99 problems but a bitch ain't one,english,
1.0,lolipop chahiye lund chusle bsdk,hindi,
1.0,shitting on these crusty hoes http://t.co/1oOHx1y6Xt,english,
1.0,Lol niccas remember the ginyu force &#128514;,english,
1.0," Someone let me know why Drake so cold ? &#1041185;&#1041240;&#1043358;&#1043351;&#1043323; He my favorite rapper , this niggah HARD .",english,
1.0,RT @tupactopus: need a bad bitch who knows how 2 treat a pokemon master right,english,
1.0,smh RT @DailyMail: NYC cops leave Ebola doctor's apt dump gloves and masks in public trash can http://t.co/aTkLOIqFZZ http://t.co/HVBhWjrKen,english,
1.0,"And you&#8217;re a bitch RT @FuckingPatBro: @Thotcho you&#8217;re a little fucking worm you know that,",english,
1.0,All these 4/20 tweets are retarded most of these nig nogs haven't even smoke a bl&#250;nt ever,english,
1.0,"RT @rbomem: @viva_based broke, no even though Obama is working on it, bitch, no I got something between so no",english,
1.0,Ay what are some good bars/clubs to hit up in Denver?? Should be up there Saturday night to coon out.,english,
1.0,"RT @UrbanEngIish: ""SHARKEISHA'D"" = To lose one's face due to the brute force of a knockout punch. ""Dat bitch got sharkeisha'd""",english,
1.0,"RT @collegefession: ""We're putting long hard dicks down our throats the least you could do is lick a little pussy #returnthefavor"" - Illino&#8230;",english,
1.0,RT @__BrighterDays: I don't understand I don't even fuck with these bitches but I'm so relevant to them though &#128564;,english,
1.0,khade hue lund,hindi,
1.0,"When u see that bitch in 5 months like"" yea im having a boy ! "" bitch u was twerking on dicc on vday #weknow",english,
1.0,@DoItLikeJaye_ - yasss bitch yassss. you deserve it. *Drake voice* &#128514;&#128514;&#9996;&#65039;,english,
1.0,"Oomf a hoe. She know she a hoe, I know she a hoe, she wont claim she a hoe, so she say she aint a hoe, but...WE ALL KNOW YOU A HOE!!! HOE!",english,
1.0,@harley_schuder bitch where you goin?,english,
1.0,@Kenny__Wright @Kush_Boy420 @yoPapi_chulo do it i fucking dare you faggot,english,
1.0,RT @SneakerHeadSean: So y'all niggas really love these hoes with nigga qualities huh...she roll the blunt better than you and she wifey now&#8230;,english,
1.0,"They trying to hoe Todd gurley, Johnny manziel signed them helmets and got off but suspend gurley the rest of season",english,
1.0,It's a lil bitch at the bus stop with Adidas flip-flops &amp; socks on. I know dem mfs soggy as fuck.,english,
,,hindi,
1.0,I feel like a bad bitch when I wear my rhinestoned pocket jeans .,english,
1.0,@thundercurlz yo ugly ass 4 eyes havin ass bitch,english,
1.0,RT @CraziestFreaks: When you eat the pussy so good she can't control her moans &#128523;&#128166;&#128069; http://t.co/Gumzv3iKdJ,english,
1.0,The same bitches telling you to let it go are the same ones that would go in and grab it right after you.&#128175;&#128079;,english,
0.0,@simons_lives keep in shape for the ski slopes,english,
1.0,"I don't focus on bitches, bitches focus on me. #trenttruce 
Photography by patrickos http://t.co/steiM7i09p",english,
1.0,stupid teacher talks to @RandyMower like he's retarded,english,
1.0,Hoes always tryna say they look like a celebrity .... NO BITCH!!! You like the other hoe that love on krenshaw sit yo basic ass down,english,
1.0,4 baap ka h bsdk,hindi,
1.0,@piersmorgan @JeremyClarkson You two need to stop acting like two little bitches.,english,
0.0,"""10 lakh ki suit pehan khud ko fakir batata hai, Japan ka khana aur peena upyog karne wale khud ko bikhari batata hai. Jago Bharat Jago!""",hindi,
1.0,Ya last nicca couldn't beat it ... I hit it like a free throw!,english,
1.0,@Montea_Rollin @kayysavage bitch ion talk to 3 &#128514;&#128557; shit ion even talk to 1 can you even name 1 ? Lol,english,
0.0,Luteri ho gayi sarkar. Kala dhan lane ke bajaye sarkar kala dhan badha rahi hai. 1 saal mein record 50% ki bhadhotri.,hindi,
1.0,My dad is a bitch.,english,
1.0,RT @JemapelleDalila: @yadirasarmiento I just wanna know when are we gonna go fuck shit up &amp; go fuck up bitches????? &#128514;&#128536;&#128521;,english,
1.0,@JunDishes or a southern bitch like me who will blow a persons heart out of their back w/one shot!!!!,english,
1.0,"@dish 
Was just wondering if yo espect to add mo colored tv stations befo I renew dis",english,
1.0,gandu h kya aand si shkl k,hindi,
1.0,"@xDavilunAx ew pussy buy a fucking xbone , u got dat Puppy muny",english,
1.0,"Girl don't hide that pussy, you should be the type to provide that pussy",english,
1.0,Val is such a bitch,english,
1.0,&#8220;@MrDelightfullll: I've sounded like a fag the last few days &#128584;&#128513;&#128513;&#8221; your emotions are inspiring &#128150;,english,
0.0,#WeAreRepublicNotRegime #POTUS BO violated USA sovereignty w/open border/Jihadis/criminal/diseased/Haitians/S.Americans #ImpeachObama,english,
1.0,"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week",english,
0.0,"jab biijepii pravaktaa sambitswaraj ne kaangres pravaktaa supriyashrinate ko kahaa heḍ misṭres to sunie kaangres pravaktaa ne kyaa javaab diyaa
hallaa_bol  ",hindi,
1.0,RT @Broski5519: Sum of u bitches too old for braces....,english,
0.0,"20. ""Shantipriya dwara Mohammad Paigambar par aapattijanak tippani ke liye Bangalore mein updrav😠",hindi,
1.0,Deez fat hoes kill me. I ain't seen this much crack since they locked meech up.lmfao,english,
0.0,"Me: downloads flappy bird*
Sierra: ""welp there goes school""",english,
0.0,"WIB plays next Fri (5-16-14)at the Silverdome Ballroom(21+) in Neillsville,WI with Charlie Parr &amp; Hobo Nephews of Uncle Frank! Tickets 15$",english,
1.0,RT @obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/y1t8CTQn4U,english,
0.0,"7. ""Suno be lapadzandison... Janta ki awaz aur khareedi gayi awaaz mein bada antar hota hai... Tere jaise moorkh nahi hain SSC aur Railway exam ki taiyari karne wale ki trend mein railway ki galat spelling likhenge... Desh ke bhavishya ko apni moorkhata mein na khincho aur abhyarthi bhi in jais",hindi,
1.0,"RT @jewtanski: When you has a frownie, eats a brownie",english,
1.0,"RT @BandresDiana: When that message say ""delivered"" but you see him posting sc story's with all his hoes&#128530;&#128076; http://t.co/xVGTWOOasp",english,
1.0,Bhosadpati ke chode,hindi,
1.0,RT @ikesizzle: If you hatin you just need some pussy...,english,
0.0,"3. ""France ki magazine 'Charlie Hebdo' ab vah cartoon phir se chhapne ka elaan kiya...kal Sweden aur Norway ke TV channels par bahas ke dauran kai pratibhagiyo ne kudan ko phaad daala aur ek to Quran ke panne chhaba chhaba kar kha gaya...?",hindi,
1.0,Why is that most of the niggas/bitches I use to fw like to sub me ? &#128514;&#128557;,english,
0.0,ahahahh!!ping pang POW! HOW U LIKE ME NOW! Shouts out 2 my bro Dre Hogg Style Ent! Uza fool 4 dis 1,english,
1.0,"Sure I got a nice car, a 60 inch tv, stainless steel appliances in my apartment and a few thousand twitter followers but I ain't got no hoes",english,
1.0,"All you pussies is losers, all my niggas is winnin",english,
0.0,"RT @PriyaOhol: In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/yKyFIJZgSI @aekulze @vocativ http://t.co/a&#8230;",english,
1.0,neend n ati behenchod,hindi,
1.0,@brittneycordova don't blame me hoe.... I'm innocent &#128520;,english,
1.0,"@TechN9ne why did they add your name all ghetto like that? Looks like they used label maker, lol!",english,
1.0,the niggas on twitter like I eat pussy and yada yada is the niggas with STI's and shit,english,
1.0,chlll chll ab gand mraa tu,hindi,
1.0,Bhen ke lode,hindi,
1.0,Lmfaooo this bitch hits my car and calls the cops and says it was my fault &#128514;&#128514;&#128514; dumb bitch,english,
1.0,@cumkwats thank you based pee slit,english,
0.0,It ain't April Fool's yet.. &#171;@IGiveEmNathan Jay Z trash&#187;,english,
1.0,@BossAce555 @Sounds_good_bro @BloggerBoxing yea u stupid faggot. I'm not leaving till like 5-6pm. Want a ride?,english,
1.0,"Smellin good, bitches wanna hug me",english,
1.0,"2. ""Kangana se lekar Kim-Jong tak ke baare mein ghanton bhonkne vaale kutto ke paas annadata kisanon ka koi samachar nahi hai! Kripya raat ke waqt bahar na jaaye kyunki kuch pravasiyon/mazdooron/gareeb log paise/aabhushan ke liye masumon ki hatya kar rahe hain kyunki market mein nakad ki kami hai. Is tarah ki vaardaat aane waale samay mein baar-baar hone hi vaali hai...kyunki desh bhar mein nakad rotation nahi ho raha hai aur dainik mazdooron ke paas koi nakad rashi nahi hai.""",hindi,
1.0,Cousins looking for bitches I hope RT @TheOnlyReed: THE FUCK IS THIS? http://t.co/jLrApkDlYs,english,
0.0,Riya Chakraborty ki jamanat yachika rad - Session court se nahi mili jamanat - Sushant Singh Rajput ko marne waali ko ab jail mein rahna hoga..👍,hindi,
1.0,"""@kayreneeee_: Fuck wit us and then we tweakin hoe"" shmurda!",english,
1.0,I'm up and at it before the birds wake up so you can't tell me shit.,english,
1.0,RT @Arie_0723: Don't be a bitch to someone who can out bitch you.,english,
1.0,The majority of you hoes think your shit don't stink.,english,
1.0," Get some head off Twitter now niggahs that's bracken &#1041204;&#1041204; ima baby momma killa , yo bitch she can get it &#1043359; You... http://t.co/FAkEs1z2Wl",english,
1.0,hath tod k gand m dldungaa,hindi,
1.0,"""@talibanshawtyy: Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;",english,
1.0,RT @LmaoSoFunny: Kicked the soul outta dis bitch https://t.co/5xWHYdP7U8,english,
1.0,RT @NerdAtCoolTable: Soon as your girl see niggas pouring champagne on bitches ass she should want to leave,english,
1.0,My neice getting so big ... She ready to punch on sum bitches lol http://t.co/lRyDtD5MQb,english,
1.0,"Dreaming of the pussy that I slept on, ""cat nap"".",english,
1.0,RT @verkannt__: None of my bitches judge me they love me &#128524; don't think they would like me if i was any other way,english,
0.0,"16. ""Pradhanmantri Narendra Modi ne desh se kuposhan ko samapt karne se sambandhit jagrukta paida karne ke liye sabhi ki bhagidaari ke liye samnvit prayason ki avashyakta batayi hai. Pradhanmantri ne kaha ki isse nari shakti aur yuva shakti ko bal milega.",hindi,
1.0,"RT @lord_jonesss: @1017_Sqquad no... I want 1 billion dollars... 4 bad hoes from da islands... and a fine ass genie bitch, but datz none of&#8230;",english,
